UniProtAC;Localization;CNN;;;;;;;;;;;;;;;;;;;;Fully Connected;;;;;;;;;;;;;;;Final;;;;;;;;;
;;Apical1;Apical2;Apical3;Apical4;Apical5;Basolateral1;Basolateral2;Basolateral3;Basolateral4;Basolateral5;Plasma1;Plasma2;Plasma3;Plasma4;Plasma5;Other1;Other2;Other3;Other4;Other5;Apical1;Apical2;Apical3;Apical4;Apical5;Basolateral1;Basolateral2;Basolateral3;Basolateral4;Basolateral5;Other1;Other2;Other3;Other4;Other5;Binary1;Binary2;Binary3;Binary4;Binary5;Ternary1;Ternary2;Ternary3;Ternary4;Ternary5
A0A0G2K7G5;Plasma;-;train;-;-;-;-;-;-;-;-;-;train;train;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;train;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-
A0A0G2K7Q2;Apical;validation;-;-;-;train;-;-;-;-;validation;-;validation;-;-;-;-;-;-;train;-;-;train;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;train;-;train;train;-;train;validation
A0A0G2K7V6;Apical;-;train;train;-;train;-;-;-;-;-;-;train;validation;-;-;-;-;-;-;-;train;validation;-;train;train;-;-;-;validation;-;-;-;-;-;-;-;-;train;validation;-;validation;-;-;-;-
A0A0G2K839;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A0G2K8C5;Other;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-
A0A0G2K8Q8;Other;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A0G2K8S6;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A0G2K947;Other;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;validation;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A0G2K953;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A0G2K9C0;Plasma;-;-;-;-;-;-;-;train;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;train;-;-;-;-;validation;-;-;-;validation;-;validation;-;-;-;-;-;train;-;-;train;-
A0A0G2K9W7;Apical;-;-;-;train;-;-;-;-;train;-;-;-;train;-;train;-;-;-;-;-;train;train;-;-;train;-;-;train;-;-;-;-;-;-;validation;-;train;validation;-;-;train;-;-;-;-
A0A0G2KA53;Plasma;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;train;-;validation;-;-;-;-;-;-;-;train;-;-;-;-
A0A0G2KA82;Plasma;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-
A0A0G2KA95;Basolateral;-;-;-;-;validation;validation;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;train;-;train;-;train;-;train;train;-;-;-;train;train;-;validation;train;train;train;train;train;train;train;validation;validation
A0A0G2KAA3;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A0G2KAE6;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A0G2KAG1;Plasma;-;-;-;-;-;-;-;-;-;-;-;train;-;validation;-;-;-;-;-;-;-;train;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;train;-;-;-
A0A0G2KAH7;Other;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A0G2KAL8;Apical;train;-;-;train;-;-;-;-;-;train;-;-;-;train;-;-;-;-;-;-;-;train;-;train;train;train;-;validation;-;-;-;-;-;validation;-;train;train;validation;-;-;validation;-;validation;train;validation
A0A0G2KAU2;Other;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-
A0A0G2KB13;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A0G2QC31;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A0H2UHB6;Apical;-;-;-;train;train;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;train;-;train;validation;train;-;-;-;-;train;-;-;train;train;train;-;-;validation;-;train;train;validation;train
A0A0H2UHB7;Basolateral;-;-;train;-;train;validation;validation;train;-;train;-;-;-;-;train;-;-;-;train;-;train;-;train;train;-;train;train;train;train;train;train;train;train;-;-;train;train;-;train;train;train;validation;train;validation;validation
A0A0H2UHC9;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A0H2UHF4;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;train;-;-
A0A0H2UHF6;Plasma;-;-;-;-;-;-;-;-;-;-;-;-;train;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;train;-;-;-;-;-;-;-;-;-;train;train;-;-
A0A0H2UHI7;Other;-;-;-;train;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A0H2UHL7;Plasma;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;train;-;-;-;train;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-
A0A0H2UHM1;Apical;validation;train;train;-;-;train;-;-;train;-;-;-;train;-;-;-;-;-;-;validation;train;train;-;-;-;-;train;-;-;-;-;-;-;-;-;-;train;train;train;-;-;train;-;train;train
A0A0H2UHM6;Other;-;-;train;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-
A0A0H2UHX0;Apical;train;-;train;-;train;-;-;train;-;train;train;-;-;-;-;-;-;train;validation;train;train;validation;train;train;-;train;train;-;train;-;-;validation;train;-;-;train;train;validation;validation;-;train;train;train;validation;-
A0A0H2UHZ0;Apical;-;-;validation;train;train;-;-;-;-;-;-;train;train;train;-;-;train;-;-;-;-;train;train;train;train;train;-;-;train;-;-;-;-;train;validation;train;train;-;train;-;train;train;-;-;train
A0A0H2UI26;Basolateral;-;-;-;train;-;train;validation;train;validation;train;-;train;-;train;validation;-;-;train;-;-;validation;-;train;-;-;validation;train;train;train;train;-;-;-;-;train;-;train;train;validation;train;train;train;train;train;train
A0A0K1TQQ0;Other;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A0M3HES0;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-
A0A0N4STN2;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;train;-;-;-
A0A0N4SUX5;Plasma;-;-;-;-;-;-;train;-;-;-;train;train;validation;train;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A0N4SVA6;Plasma;-;-;-;-;-;train;-;-;-;train;-;-;-;-;train;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;validation;-;train;-
A0A0R4J022;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A0R4J040;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;train;-
A0A0R4J061;Other;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;train;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A0R4J078;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;train;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A0R4J082;Other;-;-;-;-;-;-;-;validation;-;train;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A0R4J0B6;Apical;train;train;train;validation;train;-;-;train;-;-;-;-;-;-;-;-;validation;-;-;train;-;-;train;train;train;-;train;-;-;-;-;-;-;-;-;-;-;-;validation;train;-;-;-;train;-
A0A0R4J0F7;Apical;validation;train;train;train;train;-;-;-;train;-;-;-;-;train;-;-;-;train;-;-;-;train;train;train;train;-;-;-;-;-;-;-;train;-;-;validation;train;validation;train;train;train;train;train;train;train
A0A0R4J0J4;Plasma;-;-;-;-;-;-;train;-;-;-;-;train;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;train;-;-;-;-;-;-;-;-;-;-;-;-
A0A0R4J0R1;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A0R4J0Z3;Basolateral;-;train;-;-;train;train;train;-;train;train;-;-;-;train;train;-;train;-;-;train;train;train;train;-;-;train;train;validation;train;validation;-;validation;-;-;train;train;train;-;-;-;train;validation;train;-;train
A0A0R4J135;Plasma;train;-;-;-;-;-;-;-;train;-;-;train;-;train;-;train;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;train;train;-;-;-;-;-;-;-;-;-;train;-;-
A0A0R4J150;Plasma;-;-;-;-;train;-;-;-;train;-;-;-;-;-;train;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-
A0A0R4J181;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-
A0A0R4J1G9;Basolateral;-;-;-;train;-;train;validation;train;validation;train;-;train;-;train;validation;-;-;train;-;-;validation;-;train;-;-;validation;train;train;train;train;-;-;-;-;train;-;train;train;validation;train;train;train;train;train;train
A0A0R4J1I9;Apical;train;train;train;-;train;-;-;-;-;train;-;-;train;-;-;-;-;train;-;train;-;-;-;-;-;-;-;train;-;-;-;-;-;train;-;train;-;train;-;validation;validation;-;-;-;train
A0A0R4J1Q7;Basolateral;-;-;-;-;train;-;validation;validation;train;-;-;train;-;-;-;-;validation;-;-;-;-;-;train;-;-;train;train;-;-;train;-;train;train;-;train;train;train;validation;-;train;validation;train;validation;validation;train
A0A0R4J1R1;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A0R4J2C2;Plasma;-;-;-;-;-;-;-;-;-;train;-;-;-;validation;train;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;train;-;-;-;-;-;-;-;-;validation;-;-;-
A0A0U1RNK2;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-
A0A0X1KG59;Apical;validation;train;train;-;-;train;-;-;train;-;-;-;train;-;-;-;-;-;-;validation;train;train;-;-;-;-;train;-;-;-;-;-;-;-;-;-;train;train;train;-;-;train;-;train;train
A0A0X1KG67;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A140LHU9;Plasma;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-
A0A140LIU4;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A140T836;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;train;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A140T837;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A140T876;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A140T899;Plasma;-;-;-;-;-;-;-;-;train;-;-;train;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-
A0A140T8C3;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-
A0A140TAA8;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-
A0A140TAB8;Basolateral;-;train;-;train;-;train;train;train;validation;train;-;-;train;-;-;train;train;-;-;-;-;-;-;-;-;train;train;train;-;train;-;-;-;-;train;train;train;train;train;validation;train;train;train;train;train
A0A140TAD8;Apical;train;train;-;train;train;-;-;train;-;-;-;-;-;-;validation;-;train;-;train;-;-;train;-;validation;train;-;-;validation;-;-;train;-;-;-;-;-;-;-;-;train;train;-;-;validation;validation
A0A140TAE1;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A1B0GT05;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-
A0A1B1X468;Plasma;validation;-;-;-;validation;-;-;-;-;-;train;validation;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-
A0A1B2TT44;Basolateral;-;-;-;train;-;validation;train;train;-;-;-;train;-;-;-;-;train;train;-;-;validation;-;-;train;train;train;-;train;train;-;train;-;-;-;train;train;train;-;-;validation;train;train;train;train;train
A0A1D5Q0G5;Plasma;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;validation;validation;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-
A0A1D5Q3T8;Other;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A1D5Q515;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-
A0A1D5Q518;Other;-;-;-;-;-;train;-;train;-;-;-;-;-;-;-;train;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-
A0A1D5Q5F4;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A1D5Q7M2;Plasma;train;-;validation;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-
A0A1D5QJT0;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A1D5QVD5;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-
A0A1D5QWB5;Apical;train;train;-;train;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;validation;train;-;-;-;train;train;-;-;validation;-;-;train;-;train;train;-;train;-;train;-
A0A1D5QXH1;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A1D5QY35;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A1D5QYR8;Other;-;-;train;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A1D5QYR9;Plasma;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;train;-;-;-;-;-;-;-;-;-;train;-
A0A1D5QZ23;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A1D5QZD6;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A1D5R1P2;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A1D5R3E1;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A1D5RB90;Other;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-
A0A1D5RDH3;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train
A0A1D5RE99;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A1D5REK8;Other;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-
A0A1D5RFP4;Plasma;-;-;-;-;-;-;-;-;-;-;-;-;train;-;train;-;train;-;train;-;-;-;-;-;-;-;validation;-;-;-;train;-;train;validation;-;-;-;-;-;-;train;-;-;-;train
A0A1D5RIQ7;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A1D5RIT9;Other;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A1D5RJ10;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A1D5RLP7;Apical;train;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;train;train;train;-;-;-;train;-;train;-;-;-;validation;-;train;-;validation;-;train;-;train;train;-
A0A1D5RMF5;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-
A0A1W2NC67;Other;-;-;-;-;-;validation;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A1W2P8D1;Other;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train
A0A286YFH5;Plasma;-;-;-;-;-;-;-;-;-;-;-;train;-;train;validation;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-
A0A286ZI15;Apical;validation;train;train;-;-;train;-;-;train;-;-;-;train;-;-;-;-;-;-;validation;train;train;-;-;-;-;train;-;-;-;-;-;-;-;-;-;train;train;train;-;-;train;-;train;train
A0A286ZI28;Apical;-;-;-;-;validation;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;train;train;-;validation;-;-;-;train;train;train;train;-;-;train;-;validation;-;-;train;-;-;-;-;validation;-;train
A0A286ZI43;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-
A0A286ZID7;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A286ZIE8;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-
A0A286ZJJ4;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A286ZK90;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;train;-;-;-;-;-;-;-;-;-;-
A0A286ZKA7;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A286ZKG9;Plasma;-;-;-;-;-;-;-;train;-;-;train;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A286ZLG0;Other;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-
A0A286ZLV5;Plasma;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;train;-;-;-
A0A286ZLV7;Apical;train;train;train;validation;-;-;-;train;-;-;-;-;-;-;-;-;-;-;train;-;validation;-;train;train;-;train;-;-;train;-;-;-;-;-;-;train;validation;-;-;validation;train;-;train;train;-
A0A286ZM39;Other;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train
A0A286ZMY2;Other;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-
A0A286ZNH1;Plasma;-;validation;-;-;-;-;-;-;-;-;validation;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;train;-
A0A286ZNJ7;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-
A0A286ZPD7;Plasma;-;-;-;-;-;-;-;-;-;-;-;-;validation;train;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;train
A0A286ZPP9;Plasma;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-
A0A286ZQ46;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A286ZQM7;Plasma;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;train;validation;-;-;-;-;-;-;-;-;-;-;-;validation;-
A0A286ZQQ5;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-
A0A286ZT23;Other;-;-;train;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A0A286ZTP8;Plasma;train;-;-;-;-;-;train;-;-;train;train;-;train;-;-;train;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;validation
A0A286ZUS1;Plasma;-;-;-;-;train;-;-;-;-;train;train;-;-;-;-;-;train;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;train
A0A286ZV95;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
